query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
amPh_37_00022	1388763.O165_010655	2.26E-54	173	"2EFF0@1|root,31QUH@2|Bacteria,1QNDW@1224|Proteobacteria,1TKZ2@1236|Gammaproteobacteria,1YYQN@136845|Pseudomonas putida group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00023	1470593.BW43_05157	1.03E-75	227	"2DXF9@1|root,344RV@2|Bacteria,1P2HA@1224|Proteobacteria,1SRT9@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00024	216595.PFLU_2874	1.34E-62	192	"2B21U@1|root,31UIP@2|Bacteria,1QSEA@1224|Proteobacteria,1RVTZ@1236|Gammaproteobacteria,1YUDG@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HeH
amPh_37_00025	216595.PFLU_2873	8.41E-235	645	"2BZ9Z@1|root,2Z97E@2|Bacteria,1RD7Q@1224|Proteobacteria,1S06R@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00026	1470593.BW43_05154	8.71E-163	458	"28IWE@1|root,2Z8UQ@2|Bacteria,1PS44@1224|Proteobacteria,1RRB1@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00028	216595.PFLU_2870	1.26E-107	310	"2D485@1|root,32TGJ@2|Bacteria,1PBDU@1224|Proteobacteria,1S02H@1236|Gammaproteobacteria,1YTGY@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00029	216595.PFLU_2869	9.32E-238	656	"COG2369@1|root,COG2369@2|Bacteria,1PUNX@1224|Proteobacteria,1S0QA@1236|Gammaproteobacteria,1YRIE@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	S	Phage Mu protein F like protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_Mu_F
amPh_37_00030	1470593.BW43_05150	0	915	"28JWR@1|root,2Z9MC@2|Bacteria,1R5Z7@1224|Proteobacteria,1RYZQ@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	Domain of unknown function (DUF4055)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4055
amPh_37_00031	1470593.BW43_05149	0	1015	"COG4626@1|root,COG4626@2|Bacteria,1R2FH@1224|Proteobacteria,1RN1F@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	F	Terminase	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00032	216595.PFLU_2866	2.41E-128	366	"COG3728@1|root,COG3728@2|Bacteria,1PSY8@1224|Proteobacteria,1RVPU@1236|Gammaproteobacteria,1YU89@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	L	DNA packaging	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00035	1419583.V466_15580	9.87E-23	89.7	"29J2V@1|root,3060B@2|Bacteria,1QRHV@1224|Proteobacteria,1RUI7@1236|Gammaproteobacteria,1YR11@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF2188
amPh_37_00036	1005395.CSV86_08096	1.89E-32	116	"2A0IN@1|root,329FQ@2|Bacteria,1QNJK@1224|Proteobacteria,1TM5X@1236|Gammaproteobacteria,1YZ38@136845|Pseudomonas putida group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00037	205918.Psyr_2803	2.89E-56	177	"2EP7F@1|root,33GU6@2|Bacteria,1NMXD@1224|Proteobacteria,1SU7D@1236|Gammaproteobacteria,1Z7J9@136849|Pseudomonas syringae group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00039	243924.LT42_03720	9.26E-96	281	"COG3637@1|root,COG3637@2|Bacteria,1N7IC@1224|Proteobacteria,1S7M6@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	M	"Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety"	-	-	-	-	-	-	-	-	-	-	-	-	PagL
amPh_37_00040	1005395.CSV86_03867	4.84E-304	838	"COG0784@1|root,COG4191@1|root,COG0784@2|Bacteria,COG4191@2|Bacteria,1RCM9@1224|Proteobacteria,1SK59@1236|Gammaproteobacteria,1YXY5@136845|Pseudomonas putida group"	1236|Gammaproteobacteria	T	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)	-	-	-	-	-	-	-	-	-	-	-	-	"HATPase_c,HisKA,PAS_9,Response_reg"
amPh_37_00041	1415630.U771_15115	1.47E-144	409	"2918W@1|root,2ZNW0@2|Bacteria,1PBHF@1224|Proteobacteria,1SUWI@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00042	321846.PS417_10025	1.39E-142	403	"COG1403@1|root,COG1403@2|Bacteria,1RIBS@1224|Proteobacteria,1S88N@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	V	Bacteriophage Lambda NinG protein	-	-	-	-	-	-	-	-	-	-	-	-	NinG
amPh_37_00043	321846.PS417_10020	1.35E-118	339	"2DC6M@1|root,2ZD2S@2|Bacteria,1P8A0@1224|Proteobacteria,1STW6@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00046	1419583.V466_29125	1.48E-133	385	"COG1484@1|root,COG1484@2|Bacteria,1MZNW@1224|Proteobacteria,1RQFW@1236|Gammaproteobacteria,1YU86@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	L	IstB-like ATP binding protein	dnaC	-	-	ko:K02315	-	-	-	-	"ko00000,ko03032"	-	-	-	IstB_IS21
amPh_37_00047	1470593.BW43_05136	2.76E-186	519	"2EPEW@1|root,33H1I@2|Bacteria,1N6N3@1224|Proteobacteria,1S4Y4@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	Bacteriophage replication protein O	-	-	-	-	-	-	-	-	-	-	-	-	Phage_rep_O
amPh_37_00048	1124983.PFLCHA0_c38240	2.74E-121	348	"2C89T@1|root,33JMQ@2|Bacteria,1NJRM@1224|Proteobacteria,1SU7Y@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00050	1415630.U771_15075	6.89E-151	424	"COG1974@1|root,COG1974@2|Bacteria,1RHIM@1224|Proteobacteria,1S70D@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	K	repressor	-	-	-	-	-	-	-	-	-	-	-	-	"HTH_3,Peptidase_S24"
amPh_37_00053	220664.PFL_6253	1.21E-164	464	"2CIZN@1|root,33BAP@2|Bacteria,1NJHF@1224|Proteobacteria,1SHYB@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	Superinfection immunity protein	-	-	-	-	-	-	-	-	-	-	-	-	"Imm_superinfect,SHOCT"
amPh_37_00054	1441629.PCH70_35640	1.74E-18	79.3	"2AQT3@1|root,31G12@2|Bacteria,1QDTI@1224|Proteobacteria,1TF5W@1236|Gammaproteobacteria,1ZA6K@136849|Pseudomonas syringae group"	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1654)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1654
amPh_37_00058	216595.PFLU_2841	1.39E-79	239	"2B20E@1|root,31UH3@2|Bacteria,1QSCD@1224|Proteobacteria,1RVRR@1236|Gammaproteobacteria,1YUAR@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00059	216595.PFLU_2839	7.04E-32	111	"2BJ1R@1|root,32DAB@2|Bacteria,1QSCX@1224|Proteobacteria,1RVSE@1236|Gammaproteobacteria,1YUBI@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00061	1395516.PMO01_17420	9.06E-128	368	"COG3206@1|root,COG3206@2|Bacteria,1ND5H@1224|Proteobacteria,1RNXC@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	M	"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. The epsilon subunit contain the editing function and is a proofreading 3'-5' exonuclease"	-	-	-	-	-	-	-	-	-	-	-	-	Rad52_Rad22
amPh_37_00062	1395516.PMO01_17425	3.43E-113	327	"2E5K5@1|root,330BC@2|Bacteria,1RG8X@1224|Proteobacteria"	1224|Proteobacteria	S	Siphovirus Gp157	-	-	-	-	-	-	-	-	-	-	-	-	Sipho_Gp157
amPh_37_00064	216595.PFLU_2834	1.19E-107	310	"2B1S6@1|root,31U7X@2|Bacteria,1QS22@1224|Proteobacteria,1RVCN@1236|Gammaproteobacteria,1YTTK@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00065	264730.PSPPH_2146	2.38E-36	125	"2AVGT@1|root,31M91@2|Bacteria,1QJ3V@1224|Proteobacteria,1TH18@1236|Gammaproteobacteria,1Z85Y@136849|Pseudomonas syringae group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00066	1207076.ALAT01000172_gene2262	3.83E-80	247	"2E7J7@1|root,3321G@2|Bacteria,1NCI7@1224|Proteobacteria,1SF7Z@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00067	1117958.PE143B_0130570	5.74E-116	333	"2CK7I@1|root,2ZESU@2|Bacteria,1P73M@1224|Proteobacteria,1STYX@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00068	1395516.PMO01_05120	5.34E-146	410	"2F4ZZ@1|root,33XMQ@2|Bacteria,1P3FP@1224|Proteobacteria,1SSH6@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00069	216595.PFLU_2829	0	1150	"COG0270@1|root,COG0270@2|Bacteria,1MV9D@1224|Proteobacteria,1RPD1@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	L	DNA methylase	-	-	2.1.1.37	ko:K00558	"ko00270,ko01100,ko05206,map00270,map01100,map05206"	M00035	R04858	"RC00003,RC00332"	"ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036"	-	-	-	DNA_methylase
amPh_37_00070	358220.C380_08550	5.72E-22	98.6	"COG3613@1|root,COG3613@2|Bacteria,1NB40@1224|Proteobacteria,2WG2E@28216|Betaproteobacteria,4AJUB@80864|Comamonadaceae"	1224|Proteobacteria	F	Domain of unknown function (DUF4406)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4406
amPh_37_00072	1042876.PPS_1228	3.85E-169	476	"COG0175@1|root,COG0175@2|Bacteria,1PZ96@1224|Proteobacteria,1S5HW@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase) FAD synthetase and related enzymes	-	-	-	-	-	-	-	-	-	-	-	-	PAPS_reduct
amPh_37_00074	1117958.PE143B_0130555	2.32E-107	312	"2DS9K@1|root,33F5E@2|Bacteria,1NECJ@1224|Proteobacteria,1SF4N@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00075	1179778.PMM47T1_14115	2.64E-13	67	"2C5QB@1|root,34B57@2|Bacteria,1P3DJ@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00077	1215114.BBIU01000011_gene1721	2.31E-50	161	"2EFVP@1|root,339MX@2|Bacteria,1NG8I@1224|Proteobacteria,1T0MW@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00078	95619.PM1_0217565	5.71E-55	176	"2CCAE@1|root,33Y7C@2|Bacteria,1NW7S@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00079	1123020.AUIE01000007_gene3279	1.73E-154	437	"COG0175@1|root,COG0175@2|Bacteria,1QEGX@1224|Proteobacteria,1TB6M@1236|Gammaproteobacteria,1YH1B@136841|Pseudomonas aeruginosa group"	1236|Gammaproteobacteria	EH	sulfate reduction	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_37_00082	287.DR97_5361	4.59E-21	85.5	"2BZA8@1|root,31HNJ@2|Bacteria,1QFDC@1224|Proteobacteria,1TCKQ@1236|Gammaproteobacteria,1YKF1@136841|Pseudomonas aeruginosa group"	1236|Gammaproteobacteria	S	Domain of unknown function (DUF4224)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4224
amPh_37_00083	287.DR97_5360	4.04E-174	494	"COG0582@1|root,COG0582@2|Bacteria,1QB64@1224|Proteobacteria,1S8Y0@1236|Gammaproteobacteria,1YIQG@136841|Pseudomonas aeruginosa group"	1236|Gammaproteobacteria	L	Phage integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
amPh_38_00001	1395516.PMO01_17475	5.39E-39	130	"COG3311@1|root,COG3311@2|Bacteria,1NGB9@1224|Proteobacteria"	1224|Proteobacteria	K	Transcriptional regulator	-	-	-	ko:K07733	-	-	-	-	"ko00000,ko03000"	-	-	-	Phage_AlpA
amPh_38_00004	556268.OFAG_02256	2.90E-39	136	"2A24E@1|root,30QER@2|Bacteria,1NZ1I@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00005	95619.PM1_0217565	1.90E-53	172	"2CCAE@1|root,33Y7C@2|Bacteria,1NW7S@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00006	1419583.V466_29275	1.80E-32	117	"2AFKR@1|root,315MR@2|Bacteria,1PVU3@1224|Proteobacteria,1RVRX@1236|Gammaproteobacteria,1YUB0@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00008	358220.C380_09945	2.57E-28	105	"2DP7B@1|root,330UW@2|Bacteria,1N84K@1224|Proteobacteria,2VWFY@28216|Betaproteobacteria,4AIHV@80864|Comamonadaceae"	28216|Betaproteobacteria	S	Domain of unknown function (DUF4406)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4406
amPh_38_00009	1395516.PMO01_17445	1.72E-81	243	"2FIW6@1|root,34AMC@2|Bacteria"	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00010	220664.PFL_3792	0	961	"COG0270@1|root,COG0270@2|Bacteria,1MV9H@1224|Proteobacteria,1RPSH@1236|Gammaproteobacteria,1YR2U@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	H	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family	-	-	2.1.1.37	ko:K00558	"ko00270,ko01100,ko05206,map00270,map01100,map05206"	M00035	R04858	"RC00003,RC00332"	"ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036"	-	-	-	"DNA_methylase,Dam,MethyltransfD12"
amPh_38_00013	1419583.V466_29250	8.53E-42	140	"2B1UV@1|root,31UAV@2|Bacteria,1QS5E@1224|Proteobacteria,1RVH3@1236|Gammaproteobacteria,1YU03@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00015	351746.Pput_1922	8.78E-138	394	"2DIG9@1|root,3036R@2|Bacteria,1RBPA@1224|Proteobacteria"	1224|Proteobacteria	L	YqaJ-like viral recombinase domain	-	-	3.1.11.3	ko:K01143	-	-	-	-	"ko00000,ko01000"	-	-	-	YqaJ
amPh_38_00016	1439940.BAY1663_02299	3.02E-79	246	"2C2XN@1|root,32GT6@2|Bacteria,1REZE@1224|Proteobacteria"	1224|Proteobacteria	S	PFAM ERF family protein	-	-	-	-	-	-	-	-	-	-	-	-	ERF
amPh_38_00017	1179778.PMM47T1_14055	2.73E-60	209	"2DM98@1|root,327XW@2|Bacteria,1RH12@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00020	216595.PFLU_2839	1.79E-34	118	"2BJ1R@1|root,32DAB@2|Bacteria,1QSCX@1224|Proteobacteria,1RVSE@1236|Gammaproteobacteria,1YUBI@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00021	216595.PFLU_2841	1.63E-78	236	"2B20E@1|root,31UH3@2|Bacteria,1QSCD@1224|Proteobacteria,1RVRR@1236|Gammaproteobacteria,1YUAR@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00024	1441930.Z042_23015	9.62E-68	214	"COG0286@1|root,COG0286@2|Bacteria"	2|Bacteria	V	site-specific DNA-methyltransferase (adenine-specific) activity	-	-	2.1.1.72	ko:K03427	-	-	-	-	"ko00000,ko01000,ko02048"	-	-	-	N6_Mtase
amPh_38_00028	1005395.CSV86_08231	2.33E-33	118	"2AYXQ@1|root,31R3G@2|Bacteria,1QNMZ@1224|Proteobacteria,1TM8I@1236|Gammaproteobacteria,1YZ8E@136845|Pseudomonas putida group"	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1654)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1654
amPh_38_00029	321846.PS417_09985	4.96E-123	360	"COG1974@1|root,COG2932@1|root,COG1974@2|Bacteria,COG2932@2|Bacteria,1R80S@1224|Proteobacteria,1S1UR@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	K	repressor	-	-	-	-	-	-	-	-	-	-	-	-	"HTH_3,HTH_31,Peptidase_S24"
amPh_38_00030	321846.PS417_09990	1.88E-43	142	"2DRPV@1|root,33CHZ@2|Bacteria,1NK2K@1224|Proteobacteria,1SIWA@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	YdaS_antitoxin
amPh_38_00033	1117958.PE143B_0130495	2.87E-146	417	"COG3646@1|root,COG3646@2|Bacteria,1N6FR@1224|Proteobacteria,1SAAV@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	K	Phage regulatory protein Rha (Phage_pRha)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_pRha
amPh_38_00034	157783.LK03_14945	5.89E-119	345	"COG0640@1|root,COG0640@2|Bacteria,1RGKD@1224|Proteobacteria,1S53G@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_36
amPh_38_00035	1042209.HK44_020510	2.56E-108	319	"2CB53@1|root,2ZB3U@2|Bacteria,1RBU7@1224|Proteobacteria,1S9Y8@1236|Gammaproteobacteria,1YU2T@136843|Pseudomonas fluorescens group"	1236|Gammaproteobacteria	S	Replication protein P	-	-	-	-	-	-	-	-	-	-	-	-	Phage_lambda_P
amPh_38_00038	1005395.CSV86_06341	8.21E-70	213	"2BW6Y@1|root,335DX@2|Bacteria,1N7XX@1224|Proteobacteria"	1224|Proteobacteria	S	NinB protein	-	-	-	-	-	-	-	-	-	-	-	-	NinB
amPh_38_00039	1470593.BW43_05141	1.51E-132	377	"COG1403@1|root,COG1403@2|Bacteria,1RIBS@1224|Proteobacteria,1S88N@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	V	Bacteriophage Lambda NinG protein	-	-	-	-	-	-	-	-	-	-	-	-	NinG
amPh_38_00040	1437882.AZRU01000122_gene4890	1.47E-59	191	"2918W@1|root,2ZNW0@2|Bacteria,1PBHF@1224|Proteobacteria,1SUWI@1236|Gammaproteobacteria,1YK0N@136841|Pseudomonas aeruginosa group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00041	1395516.PMO01_17290	5.32E-66	204	"2EP7F@1|root,33GU6@2|Bacteria,1NMXD@1224|Proteobacteria,1SU7D@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00042	223283.PSPTO_0574	1.70E-29	109	"2A0IN@1|root,30NNT@2|Bacteria,1QH2G@1224|Proteobacteria,1TEKG@1236|Gammaproteobacteria,1Z7V9@136849|Pseudomonas syringae group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00043	1117958.PE143B_0129545	7.51E-145	408	"28P9A@1|root,2ZC2W@2|Bacteria,1N5EH@1224|Proteobacteria,1RYHU@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00044	1042876.PPS_2473	4.14E-85	253	"COG5556@1|root,COG5556@2|Bacteria,1RDY8@1224|Proteobacteria,1S3ZK@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	Uncharacterized conserved protein (DUF2280)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2280
amPh_38_00045	76869.PputGB1_3419	0	874	"COG1783@1|root,COG1783@2|Bacteria,1MWGP@1224|Proteobacteria,1RMTH@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	Terminase RNaseH-like domain	-	-	-	-	-	-	-	-	-	-	-	-	"Terminase_6,Terminase_6C"
amPh_38_00046	1395516.PMO01_17260	6.29E-300	824	"28KYW@1|root,2ZAE8@2|Bacteria,1MX3D@1224|Proteobacteria,1RQQR@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	Domain of unknown function (DUF4055)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4055
amPh_38_00047	1395516.PMO01_17255	7.34E-215	597	"COG2369@1|root,COG2369@2|Bacteria,1PUNX@1224|Proteobacteria,1S0QA@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	Head morphogenesis protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_Mu_F
amPh_38_00048	1392540.P256_00058	2.75E-42	150	"2BHS1@1|root,32BVJ@2|Bacteria,1RIYT@1224|Proteobacteria,1S7CG@1236|Gammaproteobacteria,3NQ1I@468|Moraxellaceae"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00049	1395516.PMO01_17245	4.16E-234	645	"2BZ9Z@1|root,2Z97E@2|Bacteria,1RD7Q@1224|Proteobacteria,1S06R@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00051	1395516.PMO01_17235	1.09E-72	219	"2BDDF@1|root,3272D@2|Bacteria,1RJXH@1224|Proteobacteria,1S7R4@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00052	471874.PROSTU_04409	1.38E-36	127	"2EFF0@1|root,3397V@2|Bacteria,1N5PX@1224|Proteobacteria,1S8TT@1236|Gammaproteobacteria,3ZAAD@586|Providencia"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00053	1028307.EAE_21055	2.28E-34	127	"28RH4@1|root,2ZDW4@2|Bacteria"	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HK97-gp10_like
amPh_38_00054	1395516.PMO01_17220	7.81E-67	205	"29RTM@1|root,30CXH@2|Bacteria,1NF2R@1224|Proteobacteria,1SI4N@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF4128
amPh_38_00055	223283.PSPTO_4050	1.81E-165	466	"COG5492@1|root,COG5492@2|Bacteria,1RGIZ@1224|Proteobacteria,1RZ2X@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	N	"domain, Protein"	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00056	1395516.PMO01_17205	1.89E-51	168	"2DKUB@1|root,30C1N@2|Bacteria,1RCZC@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00058	1395516.PMO01_17190	2.40E-261	759	"COG5185@1|root,COG5185@2|Bacteria,1QV8Y@1224|Proteobacteria,1T2AE@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	D	tail protein	-	-	-	-	-	-	-	-	-	-	-	-	"TMP_2,Tape_meas_lam_C"
amPh_38_00059	223283.PSPTO_4044	6.48E-110	319	"2E0YG@1|root,315BY@2|Bacteria,1PVDK@1224|Proteobacteria,1TKXZ@1236|Gammaproteobacteria,1ZA0P@136849|Pseudomonas syringae group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00060	223283.PSPTO_4043	8.79E-136	385	"2E0A0@1|root,32VXE@2|Bacteria,1N45M@1224|Proteobacteria,1SAVD@1236|Gammaproteobacteria,1Z9UR@136849|Pseudomonas syringae group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00061	223283.PSPTO_4042	4.77E-82	243	"2E30K@1|root,32Y13@2|Bacteria,1NAB6@1224|Proteobacteria,1SCSA@1236|Gammaproteobacteria,1ZA4T@136849|Pseudomonas syringae group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00062	223283.PSPTO_4041	0	1281	"COG0845@1|root,COG4733@1|root,COG0845@2|Bacteria,COG4733@2|Bacteria,1R7KR@1224|Proteobacteria,1S1E5@1236|Gammaproteobacteria,1Z9T4@136849|Pseudomonas syringae group"	1236|Gammaproteobacteria	M	"Host specificity protein J, internal deletion"	-	-	-	ko:K21449	-	-	-	-	"ko00000,ko02000"	1.B.40.2	-	-	"DUF1983,Phage-tail_3"
amPh_38_00063	205918.Psyr_2771	3.98E-53	177	"2AU51@1|root,31JRT@2|Bacteria,1QHIQ@1224|Proteobacteria,1TF7Y@1236|Gammaproteobacteria,1ZAAA@136849|Pseudomonas syringae group"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00064	1415630.U771_15275	1.40E-63	206	"2CC5E@1|root,3345H@2|Bacteria,1N69Q@1224|Proteobacteria,1SI2A@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_38_00065	1265490.JHVY01000003_gene3125	4.36E-70	217	"COG2110@1|root,COG2110@2|Bacteria,1N3D7@1224|Proteobacteria,1S8XV@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	"Caudovirales tail fibre assembly protein, lambda gpK"	-	-	-	-	-	-	-	-	-	-	-	-	Caudo_TAP
