query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
janth_30_00032	29581.BW37_00181	2.94E-126	392	"COG5301@1|root,COG5301@2|Bacteria,1MWNN@1224|Proteobacteria,2VSW5@28216|Betaproteobacteria,478VT@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail-collar fibre protein	-	-	-	-	-	-	-	-	-	-	-	-	"Collar,DUF3751"
janth_30_00033	29581.BW37_00182	1.12E-150	423	"COG4385@1|root,COG4385@2|Bacteria,1NZST@1224|Proteobacteria,2VQX4@28216|Betaproteobacteria,474X4@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail protein (Tail_P2_I)	-	-	-	-	-	-	-	-	-	-	-	-	Tail_P2_I
janth_30_00034	29581.BW37_00183	7.59E-195	543	"COG3948@1|root,COG3948@2|Bacteria,1MUFF@1224|Proteobacteria,2VQAF@28216|Betaproteobacteria,474FM@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Baseplate J-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Baseplate_J
janth_30_00035	29581.BW37_00184	2.01E-70	213	"COG3628@1|root,COG3628@2|Bacteria,1N7WS@1224|Proteobacteria,2VVVK@28216|Betaproteobacteria,474V5@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Gene 25-like lysozyme	gpW	-	-	ko:K06903	-	-	-	-	ko00000	-	-	-	GPW_gp25
janth_30_00036	29581.BW37_00185	1.45E-137	391	"COG4540@1|root,COG4540@2|Bacteria,1N2WK@1224|Proteobacteria,2VV8T@28216|Betaproteobacteria,474IT@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	"Type VI secretion system, phage-baseplate injector"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_base_V
janth_30_00038	1502770.JQMG01000001_gene120	7.83E-86	260	"2B7JP@1|root,320QE@2|Bacteria,1RHGR@1224|Proteobacteria,2W4CE@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_30_00039	29581.BW37_02484	7.64E-90	265	"COG5005@1|root,COG5005@2|Bacteria,1MZCV@1224|Proteobacteria,2VUUR@28216|Betaproteobacteria,474J8@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage virion morphogenesis family	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_30_00040	29581.BW37_00188	7.07E-112	321	"2CBI4@1|root,32RTF@2|Bacteria,1MZ82@1224|Proteobacteria,2VVJ6@28216|Betaproteobacteria,474KJ@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	P2 phage tail completion protein R (GpR)	-	-	-	-	-	-	-	-	-	-	-	-	P2_Phage_GpR
janth_30_00041	29581.BW37_00189	9.45E-89	263	"2EIQP@1|root,33CG3@2|Bacteria,1NI9D@1224|Proteobacteria,2WB7T@28216|Betaproteobacteria,4757E@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Bacteriophage Rz lysis protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_lysis
janth_30_00042	29581.BW37_00190	4.58E-122	349	"COG3926@1|root,COG3926@2|Bacteria,1MVXW@1224|Proteobacteria"	1224|Proteobacteria	M	secretion activating protein	-	-	-	-	-	-	-	-	-	-	-	-	"Glyco_hydro_108,PG_binding_3"
janth_30_00043	29581.BW37_00191	2.44E-82	243	"2EBIF@1|root,30TYD@2|Bacteria,1Q9C7@1224|Proteobacteria,2WCJ9@28216|Betaproteobacteria,477RM@75682|Oxalobacteraceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_30_00044	29581.BW37_00192	1.78E-42	139	"COG5004@1|root,COG5004@2|Bacteria,1N81H@1224|Proteobacteria,2VWMM@28216|Betaproteobacteria,4756I@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage Tail Protein X	-	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_X
janth_30_00045	29581.BW37_00193	3.72E-105	305	"2CM6Y@1|root,32SDV@2|Bacteria,1N0DS@1224|Proteobacteria,2VUG9@28216|Betaproteobacteria,474PE@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage head completion protein (GPL)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPL
janth_30_00046	29581.BW37_00194	1.72E-154	435	"2DKUP@1|root,30DH1@2|Bacteria,1RDUB@1224|Proteobacteria,2VTDJ@28216|Betaproteobacteria,4746A@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage small terminase subunit	-	-	-	-	-	-	-	-	-	-	-	-	Phage_term_smal
janth_30_00047	29581.BW37_00195	9.91E-241	662	"2CCQ9@1|root,2Z7HY@2|Bacteria,1MUWR@1224|Proteobacteria,2VJTE@28216|Betaproteobacteria,472SA@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	"Phage major capsid protein, P2 family"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_cap_P2
janth_30_00048	29581.BW37_00196	1.12E-171	481	"2CAV1@1|root,2ZBY8@2|Bacteria,1RAGI@1224|Proteobacteria,2VQQU@28216|Betaproteobacteria,4741V@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage capsid scaffolding protein (GPO) serine peptidase	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPO
janth_30_00049	29581.BW37_00197	0	1269	"COG4373@1|root,COG4373@2|Bacteria,1MXYV@1224|Proteobacteria,2VJG0@28216|Betaproteobacteria,472BT@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Terminase RNaseH-like domain	-	-	-	-	-	-	-	-	-	-	-	-	"Terminase_5,Terminase_6,Terminase_6C"
janth_30_00050	29581.BW37_00198	7.78E-255	698	"COG4695@1|root,COG4695@2|Bacteria,1MWA5@1224|Proteobacteria,2VNDU@28216|Betaproteobacteria,4723I@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal
janth_30_00051	29581.BW37_00199	3.60E-42	138	"28QMN@1|root,2ZD3B@2|Bacteria,1P9VE@1224|Proteobacteria,2W5RQ@28216|Betaproteobacteria,4783J@75682|Oxalobacteraceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00001	29581.BW37_05170	0	1304	"COG5001@1|root,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,2VH3V@28216|Betaproteobacteria,472XU@75682|Oxalobacteraceae"	28216|Betaproteobacteria	T	Putative diguanylate phosphodiesterase	-	-	-	-	-	-	-	-	-	-	-	-	"EAL,GGDEF,PAS_9"
janth_31_00003	1007105.PT7_0216	3.33E-135	399	"COG0582@1|root,COG0582@2|Bacteria,1MU23@1224|Proteobacteria,2VHG5@28216|Betaproteobacteria,3T3UJ@506|Alcaligenaceae"	28216|Betaproteobacteria	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	"Arm-DNA-bind_3,Phage_int_SAM_3,Phage_integrase"
janth_31_00006	55207.KP22_18560	1.02E-92	282	"COG0175@1|root,COG0175@2|Bacteria,1PZ96@1224|Proteobacteria,1SBUC@1236|Gammaproteobacteria,1MRAZ@122277|Pectobacterium"	1236|Gammaproteobacteria	EH	Phosphoadenosine phosphosulfate reductase family	-	-	-	-	-	-	-	-	-	-	-	-	PAPS_reduct
janth_31_00007	29581.BW37_00161	1.85E-148	417	"2EKAP@1|root,33E0Y@2|Bacteria,1NAAI@1224|Proteobacteria,2VZTN@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00010	29581.BW37_00164	0	1138	"28HIF@1|root,2Z7TX@2|Bacteria,1MY24@1224|Proteobacteria,2VM3H@28216|Betaproteobacteria,4761Y@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Bacteriophage replication gene A protein (GPA)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPA
janth_31_00011	29581.BW37_00165	2.12E-55	175	"29MFM@1|root,308DH@2|Bacteria,1PXDW@1224|Proteobacteria,2WCUU@28216|Betaproteobacteria,4788T@75682|Oxalobacteraceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00014	29581.BW37_00168	7.20E-56	174	"2EGNF@1|root,33AEK@2|Bacteria,1NGZW@1224|Proteobacteria,2VXY5@28216|Betaproteobacteria,4754B@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Ogr/Delta-like zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	Ogr_Delta
janth_31_00015	292.DM42_1834	1.67E-14	67.8	"2EQVB@1|root,33IF4@2|Bacteria,1NQE1@1224|Proteobacteria,2W5RH@28216|Betaproteobacteria,1KBD3@119060|Burkholderiaceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00016	292.DM42_1835	6.27E-16	71.6	"294YY@1|root,2ZSBU@2|Bacteria,1P5P0@1224|Proteobacteria,2W5Z8@28216|Betaproteobacteria,1KB3E@119060|Burkholderiaceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00018	1514988.A0A089FKN8_9CAUD	1.83E-40	139	"4QAQV@10239|Viruses,4QPCB@28883|Caudovirales,4QIFH@10662|Myoviridae"	10662|Myoviridae	S	sequence-specific DNA binding	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00020	326297.Sama_0316	3.75E-99	298	"2EDN6@1|root,337HX@2|Bacteria,1Q5XR@1224|Proteobacteria,1SUM8@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00023	29581.BW37_00173	3.01E-281	771	"COG3500@1|root,COG3500@2|Bacteria,1MXT8@1224|Proteobacteria,2VN6E@28216|Betaproteobacteria,4731R@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage late control gene D protein (GPD)	-	-	-	ko:K06905	-	-	-	-	ko00000	-	-	-	Phage_GPD
janth_31_00024	29581.BW37_00174	2.13E-128	366	"COG3499@1|root,COG3499@2|Bacteria,1MZJ7@1224|Proteobacteria,2VU06@28216|Betaproteobacteria,474D1@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage P2 GpU	-	-	-	ko:K06906	-	-	-	-	ko00000	-	-	-	Phage_P2_GpU
janth_31_00025	29581.BW37_00175	0	1534	"COG4942@1|root,COG4942@2|Bacteria,1QTW5@1224|Proteobacteria,2WGFW@28216|Betaproteobacteria,4739E@75682|Oxalobacteraceae"	28216|Betaproteobacteria	D	peptidase	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00026	29581.BW37_00176	3.48E-19	77.8	"2AXPG@1|root,31PQ4@2|Bacteria,1PVBP@1224|Proteobacteria,2WB7C@28216|Betaproteobacteria,47565@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage P2 GpE	-	-	-	-	-	-	-	-	-	-	-	-	Phage_P2_GpE
janth_31_00027	29581.BW37_00177	4.29E-55	173	"2E3XV@1|root,32YUV@2|Bacteria,1N720@1224|Proteobacteria,2VW8H@28216|Betaproteobacteria,474ZY@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	"Phage tail assembly chaperone proteins, E, or 41 or 14"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_TAC_7
janth_31_00028	29581.BW37_00178	1.51E-105	306	"COG3498@1|root,COG3498@2|Bacteria,1Q8HB@1224|Proteobacteria,2VS7R@28216|Betaproteobacteria,4743F@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail tube protein FII	-	-	-	ko:K06908	-	-	-	-	ko00000	-	-	-	Phage_tube
janth_31_00029	29581.BW37_00179	3.61E-267	733	"COG3497@1|root,COG3497@2|Bacteria,1MW1V@1224|Proteobacteria,2VHUW@28216|Betaproteobacteria,47380@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail sheath C-terminal domain	-	-	-	ko:K06907	-	-	-	-	ko00000	-	-	-	"Phage_sheath_1,Phage_sheath_1C"
janth_31_00031	29581.BW37_00181	1.71E-114	362	"COG5301@1|root,COG5301@2|Bacteria,1MWNN@1224|Proteobacteria,2VSW5@28216|Betaproteobacteria,478VT@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail-collar fibre protein	-	-	-	-	-	-	-	-	-	-	-	-	"Collar,DUF3751"
janth_31_00032	29581.BW37_00182	3.20E-150	422	"COG4385@1|root,COG4385@2|Bacteria,1NZST@1224|Proteobacteria,2VQX4@28216|Betaproteobacteria,474X4@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail protein (Tail_P2_I)	-	-	-	-	-	-	-	-	-	-	-	-	Tail_P2_I
janth_31_00033	29581.BW37_00183	6.23E-194	540	"COG3948@1|root,COG3948@2|Bacteria,1MUFF@1224|Proteobacteria,2VQAF@28216|Betaproteobacteria,474FM@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Baseplate J-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Baseplate_J
janth_31_00034	29581.BW37_00184	5.12E-73	219	"COG3628@1|root,COG3628@2|Bacteria,1N7WS@1224|Proteobacteria,2VVVK@28216|Betaproteobacteria,474V5@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Gene 25-like lysozyme	gpW	-	-	ko:K06903	-	-	-	-	ko00000	-	-	-	GPW_gp25
janth_31_00035	29581.BW37_00185	1.58E-138	394	"COG4540@1|root,COG4540@2|Bacteria,1N2WK@1224|Proteobacteria,2VV8T@28216|Betaproteobacteria,474IT@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	"Type VI secretion system, phage-baseplate injector"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_base_V
janth_31_00036	883126.HMPREF9710_00737	1.39E-155	459	"COG1680@1|root,COG1680@2|Bacteria,1MVPR@1224|Proteobacteria,2VMB2@28216|Betaproteobacteria,47743@75682|Oxalobacteraceae"	28216|Betaproteobacteria	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
janth_31_00037	640512.BC1003_0664	7.06E-192	548	"COG3039@1|root,COG3039@2|Bacteria,1MUVI@1224|Proteobacteria,2VZNG@28216|Betaproteobacteria,1K6IW@119060|Burkholderiaceae"	28216|Betaproteobacteria	L	similarity to GP 3192745	-	-	-	-	-	-	-	-	-	-	-	-	"DDE_Tnp_1_6,DUF772"
janth_31_00038	29581.BW37_02484	2.08E-71	218	"COG5005@1|root,COG5005@2|Bacteria,1MZCV@1224|Proteobacteria,2VUUR@28216|Betaproteobacteria,474J8@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage virion morphogenesis family	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00039	29581.BW37_00188	2.71E-91	269	"2CBI4@1|root,32RTF@2|Bacteria,1MZ82@1224|Proteobacteria,2VVJ6@28216|Betaproteobacteria,474KJ@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	P2 phage tail completion protein R (GpR)	-	-	-	-	-	-	-	-	-	-	-	-	P2_Phage_GpR
janth_31_00040	29581.BW37_00189	4.56E-67	209	"2EIQP@1|root,33CG3@2|Bacteria,1NI9D@1224|Proteobacteria,2WB7T@28216|Betaproteobacteria,4757E@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Bacteriophage Rz lysis protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_lysis
janth_31_00041	29581.BW37_00190	6.29E-104	303	"COG3926@1|root,COG3926@2|Bacteria,1MVXW@1224|Proteobacteria"	1224|Proteobacteria	M	secretion activating protein	-	-	-	-	-	-	-	-	-	-	-	-	"Glyco_hydro_108,PG_binding_3"
janth_31_00042	29581.BW37_00191	2.44E-82	243	"2EBIF@1|root,30TYD@2|Bacteria,1Q9C7@1224|Proteobacteria,2WCJ9@28216|Betaproteobacteria,477RM@75682|Oxalobacteraceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00043	29581.BW37_00192	3.35E-33	115	"COG5004@1|root,COG5004@2|Bacteria,1N81H@1224|Proteobacteria,2VWMM@28216|Betaproteobacteria,4756I@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage Tail Protein X	-	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_X
janth_31_00044	29581.BW37_00193	3.16E-92	273	"2CM6Y@1|root,32SDV@2|Bacteria,1N0DS@1224|Proteobacteria,2VUG9@28216|Betaproteobacteria,474PE@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage head completion protein (GPL)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPL
janth_31_00045	29581.BW37_00194	6.78E-129	370	"2DKUP@1|root,30DH1@2|Bacteria,1RDUB@1224|Proteobacteria,2VTDJ@28216|Betaproteobacteria,4746A@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage small terminase subunit	-	-	-	-	-	-	-	-	-	-	-	-	Phage_term_smal
janth_31_00046	29581.BW37_00195	3.29E-218	605	"2CCQ9@1|root,2Z7HY@2|Bacteria,1MUWR@1224|Proteobacteria,2VJTE@28216|Betaproteobacteria,472SA@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	"Phage major capsid protein, P2 family"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_cap_P2
janth_31_00047	29581.BW37_00196	7.03E-157	443	"2CAV1@1|root,2ZBY8@2|Bacteria,1RAGI@1224|Proteobacteria,2VQQU@28216|Betaproteobacteria,4741V@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage capsid scaffolding protein (GPO) serine peptidase	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPO
janth_31_00048	29581.BW37_00197	0	1228	"COG4373@1|root,COG4373@2|Bacteria,1MXYV@1224|Proteobacteria,2VJG0@28216|Betaproteobacteria,472BT@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Terminase RNaseH-like domain	-	-	-	-	-	-	-	-	-	-	-	-	"Terminase_5,Terminase_6,Terminase_6C"
janth_31_00049	29581.BW37_00198	3.50E-225	624	"COG4695@1|root,COG4695@2|Bacteria,1MWA5@1224|Proteobacteria,2VNDU@28216|Betaproteobacteria,4723I@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal
janth_31_00050	29581.BW37_00199	2.97E-41	135	"28QMN@1|root,2ZD3B@2|Bacteria,1P9VE@1224|Proteobacteria,2W5RQ@28216|Betaproteobacteria,4783J@75682|Oxalobacteraceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00051	864073.HFRIS_014889	1.56E-75	245	"COG1835@1|root,COG1835@2|Bacteria,1NWQN@1224|Proteobacteria"	1224|Proteobacteria	I	Acyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_3
janth_31_00056	1349767.GJA_2194	9.57E-52	164	"COG2963@1|root,COG2963@2|Bacteria,1MZ5C@1224|Proteobacteria,2VUEP@28216|Betaproteobacteria,47808@75682|Oxalobacteraceae"	28216|Betaproteobacteria	L	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00057	883126.HMPREF9710_03361	3.92E-120	348	"COG2801@1|root,COG2801@2|Bacteria,1MVXQ@1224|Proteobacteria,2VQF1@28216|Betaproteobacteria,478J0@75682|Oxalobacteraceae"	28216|Betaproteobacteria	L	Product type h extrachromosomal origin	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	"HTH_21,rve"
janth_31_00058	29581.BW37_00647	9.34E-93	273	"29BPX@1|root,2ZYN9@2|Bacteria,1RF9J@1224|Proteobacteria"	1224|Proteobacteria	S	Domain of unknown function (DUF4265)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4265
janth_31_00059	1349767.GJA_5516	1.29E-54	171	"COG2963@1|root,COG2963@2|Bacteria,1MZ3D@1224|Proteobacteria,2VUTM@28216|Betaproteobacteria,478Q6@75682|Oxalobacteraceae"	28216|Betaproteobacteria	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00060	1349767.GJA_2496	2.55E-195	541	"COG2801@1|root,COG2801@2|Bacteria,1MVN5@1224|Proteobacteria,2VKH2@28216|Betaproteobacteria,475QV@75682|Oxalobacteraceae"	28216|Betaproteobacteria	L	Integrase core domain	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_31_00063	742159.HMPREF0004_2907	4.49E-73	223	"COG1670@1|root,COG1670@2|Bacteria,1REQ5@1224|Proteobacteria,2W22N@28216|Betaproteobacteria"	28216|Betaproteobacteria	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
janth_32_00002	29581.BW37_02243	3.89E-106	307	"COG3179@1|root,COG3179@2|Bacteria,1RJ9P@1224|Proteobacteria,2WEEV@28216|Betaproteobacteria"	28216|Betaproteobacteria	S	Chitinase class I	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_19
janth_32_00003	29581.BW37_02244	1.28E-93	273	"2EBIF@1|root,335IY@2|Bacteria,1N7ZB@1224|Proteobacteria,2VY3C@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_32_00004	1470591.BW41_00266	3.18E-39	158	"2CC5E@1|root,3345H@2|Bacteria,1N69Q@1224|Proteobacteria,2UF2K@28211|Alphaproteobacteria,2K6DX@204457|Sphingomonadales"	204457|Sphingomonadales	S	IMG reference gene	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_32_00005	29581.BW37_02246	3.74E-87	268	"2EM6B@1|root,33EVJ@2|Bacteria,1NGUQ@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_32_00007	29581.BW37_02246	3.63E-184	513	"2EM6B@1|root,33EVJ@2|Bacteria,1NGUQ@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_32_00008	1081640.AGFU01000049_gene774	1.47E-26	125	"COG3325@1|root,COG3325@2|Bacteria,1RKP7@1224|Proteobacteria,2UBB4@28211|Alphaproteobacteria,2K1J6@204457|Sphingomonadales"	204457|Sphingomonadales	G	Belongs to the glycosyl hydrolase 18 family	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_32_00009	29581.BW37_02251	0	934	"COG3325@1|root,COG3325@2|Bacteria,1RKP7@1224|Proteobacteria"	1224|Proteobacteria	G	nuclear chromosome segregation	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_32_00010	29581.BW37_02252	0	1388	"COG1196@1|root,COG1511@1|root,COG1196@2|Bacteria,COG1511@2|Bacteria"	2|Bacteria	Q	domain protein	-	-	-	ko:K10953	"ko05110,map05110"	-	-	-	"ko00000,ko00001,ko02042"	-	-	-	"ABC2_membrane_3,Peptidase_C80,RtxA,TMP_2"
janth_32_00013	29581.BW37_02255	8.57E-271	743	"2DIIY@1|root,303ET@2|Bacteria,1R7AV@1224|Proteobacteria,2W1YE@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_33_00001	29581.BW37_02085	3.84E-184	511	"COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,2VH7N@28216|Betaproteobacteria,473AJ@75682|Oxalobacteraceae"	28216|Betaproteobacteria	L	Endonuclease/Exonuclease/phosphatase family	xthA	-	3.1.11.2	ko:K01142	"ko03410,map03410"	-	-	-	"ko00000,ko00001,ko01000,ko03400"	-	-	-	Exo_endo_phos
janth_33_00006	391038.Bphy_1917	1.40E-210	608	"COG0270@1|root,COG0270@2|Bacteria,1MV9D@1224|Proteobacteria,2VHQT@28216|Betaproteobacteria,1KA9C@119060|Burkholderiaceae"	28216|Betaproteobacteria	H	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family	-	-	2.1.1.37	ko:K00558	"ko00270,ko01100,ko05206,map00270,map01100,map05206"	M00035	R04858	"RC00003,RC00332"	"ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036"	-	-	-	DNA_methylase
janth_33_00007	511.JT27_00670	1.96E-101	300	"2CI1J@1|root,32S73@2|Bacteria,1N528@1224|Proteobacteria,2VYZ1@28216|Betaproteobacteria,3T65K@506|Alcaligenaceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_33_00011	1349767.GJA_1444	4.42E-64	206	"COG2932@1|root,COG3093@1|root,COG2932@2|Bacteria,COG3093@2|Bacteria,1N4SP@1224|Proteobacteria,2VVET@28216|Betaproteobacteria,4779I@75682|Oxalobacteraceae"	28216|Betaproteobacteria	K	Peptidase S24-like	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S24
janth_33_00012	94624.Bpet0966	8.06E-43	150	"2EBI1@1|root,335IG@2|Bacteria,1N6PX@1224|Proteobacteria,2VX4H@28216|Betaproteobacteria,3T77Q@506|Alcaligenaceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	YdaT_toxin
janth_33_00015	399795.CtesDRAFT_PD3306	9.60E-45	160	"COG1403@1|root,COG1403@2|Bacteria,1N6MT@1224|Proteobacteria"	1224|Proteobacteria	V	HNH endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_33_00016	1070319.CAGGBEG34_350030	6.13E-86	263	"COG1484@1|root,COG1484@2|Bacteria,1MZNW@1224|Proteobacteria,2VUAM@28216|Betaproteobacteria"	28216|Betaproteobacteria	L	IstB-like ATP binding protein	-	-	-	ko:K02315	-	-	-	-	"ko00000,ko03032"	-	-	-	IstB_IS21
janth_33_00017	1502852.FG94_04982	1.77E-151	438	"COG4974@1|root,COG4974@2|Bacteria"	2|Bacteria	L	Belongs to the 'phage' integrase family	-	-	-	ko:K04763	-	-	-	-	"ko00000,ko03036"	-	-	-	"Phage_int_SAM_5,Phage_integrase"
janth_33_00018	280701.Q5QF30_9CAUD	6.24E-62	199	"4QEW7@10239|Viruses,4QYXF@35237|dsDNA viruses  no RNA stage,4QTWH@28883|Caudovirales,4QNW2@10744|Podoviridae"	10744|Podoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_33_00021	358220.C380_09945	8.78E-39	132	"2DP7B@1|root,330UW@2|Bacteria,1N84K@1224|Proteobacteria,2VWFY@28216|Betaproteobacteria,4AIHV@80864|Comamonadaceae"	28216|Betaproteobacteria	S	Domain of unknown function (DUF4406)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4406
janth_33_00022	1349767.GJA_3943	1.24E-60	192	"2BNG0@1|root,32H3X@2|Bacteria,1PX82@1224|Proteobacteria,2WCQJ@28216|Betaproteobacteria,4782H@75682|Oxalobacteraceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_33_00025	1097668.BYI23_B000620	4.78E-48	157	"COG1403@1|root,COG1403@2|Bacteria,1N7SV@1224|Proteobacteria,2VWF6@28216|Betaproteobacteria"	28216|Betaproteobacteria	L	HNH nucleases	-	-	-	ko:K07451	-	-	-	-	"ko00000,ko01000,ko02048"	-	-	-	HNH
